Institution,out turn
AASHRITHA DEGREE COLLEGE (Id: C-48792),61
AASRA COLLEGE KARANPUR CHANDPUR BIJNOR (Id: C-53512),115
"Aasra Institute of Advance Studies, Rajpura, Bhawanigarh, Sangrur (Id: C-22204)",312
AASRA INSTITUTE OF NURSING (Id: C-62682),0
Aastha College of Education (Id: C-10585),65
"AASTHA GIRLS COLLEGE, SHYAMPUR (Id: C-61744)",0
Aastha Institute of Professional Studies (Id: C-63126),29
"Aatam Prakash Adarsh Mahavidyalay Arshadpur Jangipur, Ghazipur (Id: C-51334)",0
Aathwale Social Work (Id: C-18807),99
"Aatmaram College, Jaipur (Id: C-38394)",418
AATMARAM COLLEGE OF EDUCATION SHRIMADHOPUR (Id: C-61347),59
Aatmaram S.V.S. College (Id: C-57680),86
"Aatma Ram TT College, Jaipur (Id: C-38358)",133
"A.A.Training College, Fakirpur, Aanandapur (Id: C-10939)",94
"Aayojan School of Architecture,Jaipur (Id: C-25126)",104
Aayushman Institute of Medical Science and College of Nursing (Id: C-56617),0
Aazad College of Education (Id: C-39230),22
"Aazad Hind Mahavidyalaya, Chakramji Maunath,Bhanjan, Mau (Id: C-15876)",95
ABACUS Institute of Engineering and Management 240 (Id: C-6310),207
"Abasaheb Garware Institute of Management Studies S.T. Stand, Khanbhag, (Id: C-11017)",41
"Abasaheb Parvekar Arts, Commerce College < Yavatmal (Id: C-43155)",58
"Abbas Khan College for Women,Durga Complex, OTC Road, Cubban Pet, Bangalore-560 002. (Id: C-21149)",91
"ABBNOOR INSTITUTE OF INFORMATION TECHNOLOGY, FARIDKOT (Id: C-49524)",19
ABBS SCHOOL OF LAW (Id: C-60541),0
ABC COLLEGE OF EDUCATION (Id: C-59622),85
A.B. College (Id: C-21350),384
"Abdul Aziz Ansari Degree College, Majadiha, Shahganj , Jaunpur (Id: C-16138)",183
ABDUL GAFFAR MAHAVIDYALAYA GANJMURADABAD (Id: C-56368),407
"Abdul Hamid Unani Chikitsa College, Dewas (Id: C-31722)",49
ABDUL JABBAR COLLEGE OF EDUCATION (Id: C-57979),0
ABDUL KALAM COLLEGE OF EDUCATION ALIPUR SARDHANA MEERUT UP  (Id: C-57944),52
Abdul Kalam Institute of Technological Science (Id: C-19892),59
ABDULLA DEGREE COLLEGE (Id: C-54086),211
"Abdul Razzaq Degree College, Joya (Id: C-13347)",1600
ABDUL SAHEB B.ED COLLEGE  (Id: C-58026),0
ABDUL SAHID MAHAVIDHYALAYA KASIMPUR BAHADURGARH AGRA ROAD ETAH (Id: C-57513),26
"ABDUL SAMAD COLLEGE OF EDUCATION (B.Ed), KANJHARA TQ. KHAMGAON (Id: C-51907)",24
"ABDUL SATTAR KHAN MAHAVIDHYALAYA,KHERON (Id: C-48949)",138
"Abdul Usman Mahavidyalaya, Raypur (Paliya), Mau (Id: C-16151)",62
ABDUR RAHIM PANCHANAN PAL INSTITUTION (Id: C-54275),0
ABDUS SATTAR MEMORIAL COLLEGE OF EDUCATION (Id: C-48708),176
"ABES ENGINEERING COLLEGE, GHAZIABAD (Id: C-46112)",1154
"ABES INSTITUTE OF TECHNOLOGY, GHAZIABAD (Id: C-46141)",436
ABESIT COLLEGE OF PHARMACY (Id: C-62759),0
"Abha College of Engineering, Wardha road (Id: C-18255)",223
"ABHAIVEER SMRATI MAHAVIDYALAYA, UDI, (Id: C-12096)",373
ABHA TEACHERS TRAINING INSTITUTE (Id: C-61207),0
Abhaya Ayurveda Sanskrit College (Id: C-44098),44
Abhaya College of Nursing (Id: C-40234),54
"ABHA YADAV SMARAK KANYA DEG. COLL. MEJA ROAD, (Id: C-12215)",76
Abhaya Group of Institution (Id: C-60815),6
"ABHAY BALIKA MAHAVIDYALAYA, RANIPUR, HANDIA, (Id: C-12465)",301
Abhay College of Commerce and Education (Id: C-57228),283
"Abhay Mahavidyalaya Tarna, Varanasi (Id: C-13521)",532
"ABHAY MEMORIAL TRUST GROUP OF INSTITUTIONS, ALLAHABAD (Id: C-46666)",19
"Abhay Narayan Singh Memorial Degree College Kundesar, Ghazipur (Id: C-51669)",45
ABHAY PRATAP SINGH DEGREE COLLEGE BHAUTAR AJHUA (Id: C-57756),201
"ABHAY PRATAP SINGH DEGREE COLLEGE, KUNWARPUR ROAD, BINDKI, (Id: C-12703)",588
Abhay Shikshan Kendra Rajarshi Shahu College of Law Dr. Babasaheb Ambedkar Bhavan Kannamwar Nagar  1 Vikhroli (East) Mumbai  400 083 (Id: C-33520),127
Abhay Shikshan Kendra  Rajarshri Shahu College of Arts  Commerce & Science  Jogalekar Wadi  Sion  East  Mumbai 400 022 (Id: C-34071),45
Abhay Shikshan Kendras Krantijyoti Savitribai Phule College of Bachelor of Education Kannamwar Nagar No. 1 Vikroli (E) Mumbai 400 083 (Id: C-33982),0
Abhedananda Mahavidyalaya (Id: C-44682),442
"Abhigyan Girls College, Sanawad, Khargone (Id: C-47430)",113
Abhigyan Mahavidyalaya (Id: C-54525),139
"Abhijit Kadam Insttute of Management and social sciences,solapur (Id: C-35436)",202
"Abhilasha College of Education, Bhopal (Id: C-35143)",82
"ABHILASHA COLLEGE,  SANDWA  (Id: C-52958)",309
"Abhilasha T.T.College, Sahwa (Id: C-40654)",179
"Abhilashi College of Education, Ner Chowk, Teh. Sadar, Distt Mandi (Id: C-11274)",198
"Abhilashi College of Nursing,Mandi (Id: C-55337)",90
"Abhilashi  College of Pharmacy, Tanda Po Balt, Ner-Chowk, Distt Mandi (Id: C-11378)",58
"Abhilashi Institute of Management Studies, Tanda,PO Balt, Distt Mandi (Id: C-11509)",2
"Abhilashi P.G. Institute of Sciences ( Ner-chowk), Distt Mandi (Id: C-11517)",108
ABHINAV COLLEGE (Id: C-59685),0
"Abhinav College of Education, D.P.Road, Chikhali. (Id: C-43020)",50
"Abhinav College of Education, Latur (Id: C-7424)",68
"Abhinav Education Society College of Engineering  & Technology, Vaddwadi, (Id: C-11223)",25
"ABHINAV EDUCATION SOCIETY'S  ABHINAV COLLEGE OF SCIENCE, AKOLE (Id: C-49355)",110
"ABHINAV EDUCATION SOCIETYS COLLEGE OF COMPUTER SCIENCE AND MANAGEMENT, PUNE (Id: C-46638)",78
"Abhinav Education Societys College of Education, Akole,Dist.Ahmednagar 422601 (Id: C-42232)",48
"Abhinav Education Societys College of Education, Pune (Id: C-41257)",179
"Abhinav Education Societys College of Pharmacy, Pune (Id: C-41811)",78
"Abhinav Education Society's Institute of Management & Business Administration, Akole, Dhamangaon  Awari Road, Akole, Dist.Ahmednagar 422601. (Id: C-44574)",28
"Abhinav Education Societys Institute of Management & Research, Narhe Ambegaon, Tal. Haveli, Dist.Pune (Id: C-41660)",28
"Abhinav Education Societys Law College, Pune (Id: C-41966)",57
Abhinav Hi-Tech College of Engineering & Technology (Id: C-19604),98
Abhinav Institute of Management & Technology (Id: C-39450),1
ABHINAV JNYAN MANDIR SANSTHA ABHINAV JNYAN MANDIR ARTS SCIENCE COMMERCE COLLEGE (Id: C-61809),0
Abhinav Mahavidyalaya (Id: C-61810),0
"Abhinav Pragya Mahavidyalaya, Kumhariya, Rath (Id: C-22479)",410
"Abhinav Pragya Mahavidyalaya, Lodhipur, Nivada, Rath Road (Id: C-22568)",822
"Abhinav Pragya Mahavidyalaya, Sarila (Id: C-22600)",439
"ABHINAV SEVA SANSTHAN MAHAVIDYALAYA, RAJEEV NAGAR, (Id: C-12626)",159
Abhinav Shetkari Shikshan Mandal  Abhinav College of Arts  Science andCommerce  At Goddev Bhayandar East Dist Thane 401 105 (Id: C-33629),308
ABHIRUCHI LALIT KALA AkADAMI (Id: C-53735),8
ABHYASA WOMEN'S COLLEGE (Id: C-50216),78
Abhyayapuri College (Id: C-17367),296
ABHYUDAYA DEGREE COLLEGE (Id: C-24905),22
ABHYUDAYA DEGREE COLLEGE (Id: C-24297),19
Abhyudaya Mahila Degree College (Id: C-32630),65
Abhyudaya Oriental College (Id: C-26126),15
ABHYUDAYA SCIENCE AND COMMERCE DEGREE COLLEGE MUDDEBIHAL (Id: C-61992),0
"ABHYUDAY COLLEGE, CHANKHURIFARM (Id: C-49233)",10
"ABI & ABI College, Vayalur, Thanjavur - 613 003 (Id: C-35891)",435
A.B.M. College (Id: C-32735),9
ABM college. Jamshedpur (Id: C-44944),110
A.B.M. COLLEGE NAGPUR (Id: C-44544),28
ABM Degree College (Id: C-24195),85
"(A.B.M.S.) Akhil Bharatiya Maratha Shikshan Parishad's College of Engineering & Research  Address: S. No. 103, Shahu College Campus, Parvati, Taluka: Pune (corporation Area) District: Pune - 411009  (Id: C-41484)",238
"ABMSPs Shri Shahu Mandir Mahavidyalaya of Arts and Commerce, Pune (Id: C-41373)",279
"ABMSPs Yashwantrao Chavan Law College, Pune (Id: C-41252)",266
"A B N SEAL COLLEGE, COOCHBEHAR (Id: C-45314)",523
ABODH INSTITUTION (Id: C-60563),0
A.B.R College of Education (Id: C-39231),93
"A B R College of Engineering and Technology,  PIN-523230 (CC-HJ) (Id: C-18137)",116
ABS Academy (Id: C-44712),329
"ABS Academy of Science, Technology and Management 216 (Id: C-6195)",33
"ABS Academy of Science, Technology and Management 328 (Id: C-6224)",65
A.B.S.M. INSTITUTE OF DENTAL SCIENCES (Id: C-19320),129
"ABSS INSTITUTE OF TECHNOLOGY, MAWANA ROAD, MEERUT (Id: C-46196)",73
ABU HURAIRAH GIRLS COLLEGE (Id: C-59791),0
"Abul Kalam Azad Educational Institute, Dumariaganj, Siddharthnagar (Id: C-14378)",207
"ABUL KALAM AZAD MAHAVIDYALAYA, JAMUNIABAG, VISHUNGA, GONDA (Id: C-42272)",430
ABUL KALAM MINORITY TEACHERS TRAINING BED COLLEGE (Id: C-62209),87
"ABV Government Degree College, Jangaon  506 167 (Id: C-27267)",168
"A.B.V.M. Agrawal Jatiya Kosh?s Ghanshyamdas Jalan College of Science, Commerce & Arts , Upper Govind Nagar, Malad (E), Mumbai - 400097 (Id: C-55871)",35
"A.B.Womens Degree College,Alakunda,Jajpur (Id: C-39598)",153
"Academy of Arts and Science Institution's Women's Arts College, Umred (Id: C-18268)",9
Academy of Business Administration (Id: C-21376),58
"Academy of Business Administration, (ABA), Balasore (Id: C-30139)",137
"ACADEMY OF BUSINESS MANAGEMENT ""GYAN STHALI"", HAPUR ROAD, MODINAGAR (GHAZIABAD), Ph. 9837626264, 9639003766, 9411901161 (Id: C-28970)",0
ACADEMY OF CLIMATE CHANGE EDUCATION AND RESEARCH (Id: C-55354),15
"Academy of Life Sciences (Nursing), Visakhapatnam (Id: C-30528)",10
ACADEMY OF MANAGEMENT (Id: C-48195),200
"Academy of Management and Information Technology, (AMIT), Khurda (Id: C-30036)",39
"Academy of Management & Information Technology, IID Centre, Bidya Vihar, Khurda (Id: C-39546)",225
Academy of Management Studies (Id: C-23117),4
Academy of Management Studies (Id: C-25974),83
"ACADEMY OF MANAG. & EXCELLENCE, 2 GAILANA ROAD AGRA (Id: C-15425)",73
"Academy of Medical Sciences, Pariyaram, Medical College (Id: C-43815)",119
"Academy of Pharmaceutical Sciences, Pariyaram Medical College Campus, Pariyaram Medical College (P.O), Kannur (Id: C-43803)",26
"Academy of Technocrats, Berhampur (Id: C-39331)",163
Academy of Technology 169 (Id: C-6232),661
Academy of Yoga Consciousness (Id: C-23860),43
ACC Jain College of Education (Id: C-44667),99
A.C.College (Day) (Id: C-32762),123
ACCORD BUSINESS COLLEGE (Id: C-45147),0
"Accord Business School, Chiguruvada (V), Tirupati (Id: C-27765)",0
"ACCURATE INSTITUTE OF ADVANCED MANAGEMENT, GREATER NOIDA (Id: C-46268)",71
"ACCURATE INSTITUTE OF ARCHITERCTURE AND PANNING, GREATER NOIDA (Id: C-46277)",0
"ACCURATE INSTITUTE OF MANAGEMENT AND TECHNOLOGY, GREATER NOIDA (Id: C-46248)",247
"ACE COLLEGE OF ENGINEERING AND MANAGEMENT,ETMADPURA,AGRA. (Id: C-46035)",44
"ACE COLLEGE OF ENGINEERING, THIRUVALLAM (Id: C-50916)",70
ACE Engineering college (Id: C-19720),410
"A.C.E. Foundation's Maharashtra Institute of Information Technology, Chhatrapati Sankul, Beed. (Id: C-34334)",68
A.C.Evening College (Id: C-32720),3
AcharatLal Girdhar Lal  Teachers College (Id: C-5897),50
"Acharya Atre Development Trust Purandar's Sharadchandraji Pawar College, Jejuri, Chinchbaug, Taluka - Purandar, District - Pune 412303 (Id: C-41457)",75
"Acharya Bhatkhande Sangeet Mahavidyalaya ,LATUR - 413 531 (Id: C-33033)",71
Acharya B M Reddy College of Pharmacy (Id: C-40354),140
"ACHARYA CHANAKYA MAHAVIDYALAYA, MAHMOODPUR SEMRI, SULTANPUR (Id: C-42600)",251
"Acharya Chankya Shikshak Pratishan, Jaipur (Id: C-39067)",187
Acharya College of Education (Id: C-54384),0
"Acharya College of Education, Kagithalagudem Village, Cumbum, Prakasam Dsitrict (Id: C-57381)",96
"Acharya College of Engineering, Badvel (Id: C-26933)",90
"Acharya College of Imaging Technology, Bangalore (Id: C-44864)",10
Acharya College of MHA (Id: C-40513),20
Acharya College of MLT (Id: C-40225),10
Acharya College of Nursing (Id: C-40113),6
Acharya Degree College (Id: C-25477),159
"Acharya Degree College, D.No. 18-144/26, Dwarakapet Road, Opp. Fire Station, W.No. 18, Narsampet (Id: C-27234)",58
Acharya Deshbhushan Ayurvedic Medical College (Id: C-40413),41
Acharya Drona Institute For Teachers Training (Id: C-59531),0
Acharya Girish Chandra Bose College (Id: C-11861),454
Acharya Institute of Allied Health Sciences Soladevanahalli Bengaluru (Id: C-62795),0
"Acharya Institute of Management and Science, Ist Stage, Peenya Industrial Estate,  Bangalore-58 (Id: C-20727)",525
Acharya Institute of Physiotherapy (Id: C-40369),25
Acharya Institute of Physiotherapy Soladevanahalli Bangalore   (Id: C-63238),0
"Acharya Institute of Technology, BANGALORE (Id: C-1319)",1188
"Acharya Instiute Graduate Studies, No.80-90, Soladevanahalli, Chikkabanavara Post, Bangalore -90 (Id: C-20716)",571
Acharya Inst. of Health Sciences (Id: C-40350),25
ACHARYA JAGADISH CHANDRA ACADEMY B Ed COLLEGE (Id: C-48645),100
Acharya Jagadish Chandra Bose College (Id: C-11938),794
"Acharya Jawadekar Shikshanshastra Mahavidyalaya, GARGOTI (Id: C-11138)",30
Acharya Jayashankar Degree College (Narayankhed) (Id: C-49882),286
Acharya Kalu Kanya Mahavidyalaya (Id: C-22472),103
ACHARYA KRIPACHARYA GURUPRASHAD MAHILA MAHAVIDYALAYA (Id: C-62891),0
"ACHARYA NANESH T T COLLEGE ALANPUR, SAWAIAMDHOPUR (Id: C-46375)",89
Acharya Narender Dev College (Id: C-6380),576
"ACHARYA NARENDRA DEO KISAN P.G. COLLEGE, BABHNAN, GONDA (Id: C-42449)",2088
"ACHARYA NARENDRA DEV COLLEGE , KAILARAS (Id: C-34741)",455
"ACHARYA NARENDRA DEV COLLEGE OF PHARMACY, GONDA (Id: C-46763)",56
Acharya N.G.Ranga College of Education (Id: C-32793),97
"Acharya Panth Shri Grindh Muni Name Saheb Govt. Mahavidyalaya, Kawardha, Kabirdham (Id: C-21832)",792
"Acharya Patashala College of Arts and Science, N.R. colony, Bangalore-19 (Id: C-20853)",140
"Acharya Patashala College of Commerce, N.R. Colony, Bangalore-19. (Id: C-21182)",234
"Acharya Patashala Evening College. N.R. Colony, Bangalore-19 (Id: C-21114)",39
Acharya Prafulla Chandra College (Id: C-43362),940
"ACHARYA PRAFULLA CHANDRA ROY GOVERNMENT COLLEGE, SILIGURI, JALPAIGURI (Id: C-45353)",128
ACHARYA RAJENDRA SURI SHIKSHA MAHAVIDHYALAYA (Id: C-58184),55
ACHARYA RAMAKANT MAHILA SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA (Id: C-59067),0
"Acharyar NRV School of Architecture, BANGALORE (Id: C-1414)",131
ACHARYA SADASHIV SHIKSHA SANSTHAN  (Id: C-52851),91
"Acharyas Bangalore B School, No.3, Lingadeeranahalli, Bangalore -91 (Acharya Institute of Science, No.01, Chola Nagar, R.T. Nagar post, Bangalore-32) (Id: C-20933)",416
Acharya School of Design (Id: C-53294),106
ACHARYA SCHOOL OF LAW (Id: C-59662),0
Acharya Shri Gunadhara Nandi Maharajar Arts and Commerce College Navagraha Teerth Kshetra Varur (Id: C-57360),39
"Acharya Shri Maha Pragya Institute of Excellence, Asind (Id: C-50837)",184
"ACHARYA SHRI NANESH SAMTA MAHAVIDHYALAYA, NANESH NAGAR, DANTA TEHSIL KAPASAN (Id: C-39865)",24
Acharya Shri Nanesh Samta Mahavidyalaya (Id: C-25206),9
"ACHARYA SHRIRAM D.Ed B.Ed COLLEGE,BAMANGAON (Id: C-59172)",0
"Acharya Shri Tulsi Amrit Mahavidyalaya, Gangapur (Id: C-13273)",265
"Acharya Sitarama Chaturvedi Mahila Mahavidyalaya, Domri, Ramnagar, Varanasi (Id: C-13631)",36
Acharya Sri Chander College of Medical Science & Hospital (Id: C-22936),113
Acharya Sudarshan B.Ed. College (Id: C-58999),99
"ACHARYA SUKUMAR SEN MAHAVIDYALAYA, BURDWAN (Id: C-49451)",30
ACHARYA TARACHAND SHASTRI MAHAVIDHYALYA (Id: C-54835),398
"Acharya Triveni Das Balika Mahavidyalaya, Nasirabad, Umeshnagar, Ghazipur (Id: C-60897)",0
"Acharya Tulsi National Commerce College, Shimoga. (Id: C-17822)",360
ACHARYA TULSI NATIONAL EVENING COLLEGE OF COMMERCE (Id: C-62519),0
"ACHARYA VINOBA BHAVE MAHAVIDYALAYA, PREM NAGAR, CHHIDA, SULTANPUR (Id: C-42575)",251
ACHARYA VIRAGSAGAR VIDHYAPEETH BINA (M.P) (Id: C-56735),51
"Acharya Womens First Grade College Gowribidanur561208, Chikkaballapur District (Id: C-21018)",75
"ACHARY DESHBHSHANE COLLEGE OF EDUCATION, BEDIHAL (Id: C-10106)",81
Achhruram Memorial College (Id: C-44790),128
ACHIEVERS COLLEGE OF COMMERCE AND MANAGEMENT NIGHT COLLEGE (Id: C-48547),16
"ACKHM ICA COLLEGE, THOZHIYUR (Id: C-8258)",102
"A C M COLLEGE, Seoni (Id: C-47401)",81
ACME Degree College (Id: C-26113),87
ACME Institute of Management & Technlogy (Id: C-13381),92
ACME INSTITUTE OF PHARMACY (Id: C-61374),0
"ACME INST. OF MANAGEMENT & TECH. NEAR SUDHIR DHARMA KANTA SIKANDRA,AGRA (Id: C-15313)",177
ACMEVISION INSTITUTE OF COMPUTER SCIENCE SHAJAPUR (Id: C-31225),133
"ACN COLLEGE OF ENGINEERING AND MANAGEMENT STUDIES, KASIMPUR ROAD, VILL.- CHERRAT, ALIGARH (Id: C-46039)",32
"ACN INSTITUTE FOR HIGHER EDUCATION, ALIGARH (Id: C-15392)",34
"Acropolis Faculty of Management & Research, Manglia Chouraha, Indore (Id: C-29742)",144
"Acropolis Institute of Management Studies & Research, Manglia Chouraha, Indore (Id: C-29809)",272
"Acropolis Institute of Pharmaceutical Education & Research, Khasra No. 283/3, Indore Bypass Road, Near manglya Square, Indore (Id: C-36156)",62
"Acropolis Institute of Technology and Research, Manglia Chouraha, Indore (Id: C-29705)",41
"Acropolis Institute of Technology & Research, Village Raukhedi, Khasra No. 144/3, Indore Bypass Road, Indore-453771 (Id: C-36237)",800
"Acropolis Tech. Campus, Indore (Id: C-29788)",119
"ACS College of Engineering, BANGALORE (Id: C-1440)",181
A C T College of Engineering and Technology (Id: C-16600),20
Action For Autism National Centre for Autism India (Id: C-56672),18
"A C TRAINING COLLEGE, JALPAIGURI (Id: C-45351)",48
ACTS Degree College (Ambedkar College of Tech. & Sci.) (Id: C-24204),15
"Adaikala Matha College, Arun Nagar, Vam, Thanjavur - 613 403. (Id: C-35777)",275
Adamas Institute of Teacher Education (Id: C-44616),0
ADANI INSTITUTE OF INFRASTRUCTURE ENGINEERING (Id: C-55770),74
Adarsa College of Education (Id: C-32801),100
"Adarsa College of Pharmacy, G.Kothapalli, Gokavaram (M), PIN- 533285(CC-PE) (Id: C-17894)",42
"Adarsha Arts, Commerce & Science College. Omerga. (Id: C-34537)",365
ADARSHABNI TEACHERS TRAINING COLLEGE (Id: C-50265),193
Adarsha College (Id: C-62805),0
"Adarsha College of Computer & Management, Shrawgi Plot, Akola (Id: C-42913)",59
ADARSHA COLLEGE OF EDUCATION (Id: C-48784),111
"Adarsha College of Education, Narayanpet (Id: C-21952)",41
"Adarsha College of Engineering, (ACE), Angul (Id: C-30058)",520
"Adarsha college of Management Studies, P.C Halli,Kolar-563101 (Id: C-20776)",57
Adarsha College Of Nursing (Id: C-40566),57
"Adarsha College of Nursing, Anantapur (Id: C-30633)",0
"Adarsha College, Opp. Corporation Swimming Pool, Lady Hill, Mangalore-575003 (Id: C-16802)",10
Adarsha Degree College (Id: C-25884),74
"Adarsha Degree & P.G College, Mahabubnagar (Id: C-22023)",436
"Adarsha Edu. Society's Arts Commerce & Science College, Hingoli (Id: C-7625)",347
"Adarsha Hanumat Sanskrit Mahavidyalaya, Udaichandrapur, Kerakat (Id: C-20146)",25
"Adarsha Law College, Balasamudram, Hanamkonda, Warangal (Id: C-27205)",166
"Adarsh Arts Commerce College, Desaiganj (Id: C-18954)",220
"ADARSHA SHIKSHAN MANDALIS ADARSHA COMPREHENSIVE COLLEGE OF EDUCATION AND RESEARCH, PUNE (Id: C-45868)",58
"Adarsha Shikshan Prasarak Mandal's K.T.Patil College of B.Sc. Computer Science, Barshi Road, Osmanabad. (Id: C-34583)",33
"Adarsha Shikshan Prasarak Mandal's K.T.Patil College of M.B.A., Tambri Vibhag, Osmanabad. (Id: C-34262)",16
"Adarsha Shikshan Prasrak Mandal's K.T. Patil Pharmacy College, Osmanabad. (Id: C-34521)",44
"Adarsh Audyogik Sanskrit Mahavidyalaya, Gosaiganj (Id: C-20524)",63
Adarsh B.C.A. College (Id: C-7169),33
Adarsh B.Ed. College (Id: C-7205),48
"Adarsh B.Ed. College, Merta City (Id: C-13117)",91
"Adarsh Bharati Mahavidyalaya, Khetasarai (Id: C-20115)",66
ADARSH COLLEGE (Id: C-48089),58
"ADARSH COLLEGE, ANANDPURI (Id: C-39887)",183
ADARSH COLLEGE DECHU (Id: C-60414),86
"ADARSH COLLEGE, GAIRATGANJ (Id: C-50424)",18
"Adarsh College, Ghailarah (Id: C-29634)",498
"Adarsh College, Kuchaman City (Id: C-13069)",300
"Adarsh College, Near Tantia Kuwa (Id: C-36845)",296
Adarsh College of Education (Id: C-10879),90
"Adarsh College of Education, Amarpur, Tehsil Ghumarwin , Distt Bilaspur  (Id: C-11546)",98
"ADARSH COLLEGE OF EDUCATION, BHIWANI (Id: C-28122)",31
"ADARSH COLLEGE OF EDUCATION, JHAJJAR (Id: C-28473)",80
"Adarsh College of Engineering, NH-214, Chebrolu,PIN-533449  (CC-HN) (Id: C-18150)",197
"Adarsh College of  Nursing, Village  ChontKheri PatialaSamana Road, Patiala (Id: C-29130)",132
"ADARSH COLLEGE OF PHARMACY, SANGLI (Id: C-48661)",106
ADARSH COLLEGE OF PROFESSIONAL STUDIES (Id: C-53087),23
"Adarsh College of Teacher Education, Mahabubnagar (Id: C-21942)",46
"ADARSH COLLEGE, RAJDHANWAR, GIRIDIH (Id: C-44452)",579
"Adarsh College, Sardarpura Khalsa (Id: C-36886)",69
"Adarsh  College,  VITA (Id: C-11020)",246
"Adarsh Computer Science and Management Science College, Jafrabad. (Id: C-34332)",0
Adarsh Degree College for Girls Vill Dhainthal Patiala Road (Id: C-56202),24
"ADARSH DEGREE COLLEGE ,PENDURTHI (Id: C-24209)",35
"Adarsh Devkali Baba Smarak Mahavidyalaya,Udaina,Ahraula,  Azamgarh (Id: C-16119)",246
ADARSH EDUCATION COLLEGE (Id: C-49625),45
ADARSH FIRST GRADE ARTS AND SCIENCE COLLEGE KALAKERI (Id: C-61760),38
"Adarsh Gram Viaks Sevabhavi Sanstha Sanchalit Adarsh Arts, Commerce & Science College, Dhawada, Bhokardan. (Id: C-34414)",270
"Adarsh Gramvikas Sevabhavi Swayansevi Sanstha. Adarsh Arts College, Rajur(Ganpati), Bhokardan. (Id: C-34280)",114
Adarsh Gyandeep Kanya Mahavidhyalya (Id: C-59732),158
"Adarsh Hanumat Sanskrit Mahavidyalaya, Muruval (Id: C-20570)",41
"Adarsh Hindi Maha Vidyalaya Degree College, Nizamabad (5001) (Id: C-35055)",0
ADARSH INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY (Id: C-49753),144
"Adarsh Institute of Management and Science, Dhamnod (Id: C-29830)",151
"Adarsh Institute of Technology & Research Centre, Post ? Khambale (Bha.),  Near MIDC,Tasgaon Road, VITA,  Tal. Khanapur Dist. Sangli  (Id: C-11007)",150
ADARSH JANATA MAHAVIDYALAYA SHASTRI NAGAR SORAON ALLAHABAD (Id: C-59082),197
"ADARSH JANTA MAHAVIDYALAYA, DEVKALI, LAKHIMPUR, (Id: C-12323)",560
"Adarsh Janta Mahavidyalaya, Kolna (Chunar) Mirzapur (Id: C-13567)",1030
"ADARSH KANYA COLLEGE, SIDHI (Id: C-50396)",124
ADARSH KANYA MAHAVIDYALAYA (Id: C-58064),0
"ADARSH KANYA MAHAVIDYALAYA, JIAPUR BARUA JALAKI, DIHWA, DAULATPUR, KEDAR NAGAR, TANDA, AMBEDKAR NAGAR (Id: C-42287)",613
"ADARSH KRISHNA COLLEGE EDU. BHOOP NAGAR,MAINPURI (Id: C-15532)",204
ADARSH MAHAVIDHYALAY GHATOL (Id: C-52131),825
"Adarsh Mahavidyalaya, 2-nd, Kamala Nehru Nagar, Chopasani Road, Jodhpur (Id: C-37167)",242
"Adarsh Mahavidyalaya, Gotan (Id: C-13225)",47
"ADARSH MAHAVIDYALAYA , SALKHAN , SONBHADRA (Id: C-58962)",52
"Adarsh Mahavidyalaya, Sikar (Id: C-38943)",160
"Adarsh Mahila B.Ed.  Mahavidhyalya, Taranagar (Id: C-40709)",97
Adarsh Mahila Commerce and Science College Hingoli (Id: C-61804),0
"Adarsh Mahila Mahavidhyalya, Taranagar (Id: C-40785)",51
Adarsh Mahila Mahavidyalaya (Id: C-28080),562
ADARSH MAHILA MAHAVIDYALAYA (Id: C-52954),130
"Adarsh Mahila Shikshak Prashikshan Mahavidyalaya, Bilara (Id: C-13120)",819
"Adarsh M.D. Mahila Mahavidyalay, Talwal, Ghazipur (Id: C-51195)",66
"Adarsh Munishwar Sanskrit Mahavidyalaya, Gauramafi Patti (Id: C-20509)",44
"Adarsh Nanhku Ram Mahavidyalaya, Barawa (Id: C-52429)",102
"ADARSH NURSING INSTITUTE, NEAR M.M.I. HOSPITAL, DHAMTARI ROAD, LALPUR (Id: C-33011)",80
"Adarsh Phy. T.T. College, Suroth, Karauli (Id: C-19483)",59
"Adarsh Post Graduate College of Computer Sciences, Mahabubnagar (Id: C-27165)",33
Adarsh Prashaskiya Seva Mahavidyalaya  (Id: C-61678),0
"Adarsh Rajasthan Mahavi., Jhunjhunun (Id: C-38630)",544
"adarsh Ramadhar Mahavidyalay, Nyekoat, Rayespur, Muniyar, Ghazipur (Id: C-51379)",40
"Adarsh Rani Chandravati Shyama Mahavidyalaya, kachori Gali (Id: C-20403)",27
ADARSH REHABILITATION CENTRE FOR MENTALLY AND PHYSICALLY HANDICAPPED CHILDREN (Id: C-62097),108
"Adarsh Sangved Sanskrit Mahavidyalaya, Imaliya Gurudayal Ganj Baraganv (Id: C-20047)",23
"Adarsh Sanskar College of Education, Hasanbagh road (Id: C-18188)",45
 ADARSH SANSKAR KANYA MAHAVIDYALAYA (Id: C-56220),27
Adarsh Sanskrit Ayurveda Mahavidyalaya (Id: C-20180),60
"Adarsh Sanskrit Mahavidyalaya, Bachhana, Bilhur (Id: C-20169)",50
"Adarsh Sanskrit Mahavidyalaya, Bhauapar (Id: C-20525)",13
