Institution,UgMale,UgFemale,DMale,FemaleD,CMale,CFemale,IMale,IFemale
"Himachal Institute of Engg. & Tech. Vidya Nagar, Shahpur, Kangra (Id: C-11367)",364,44,0,0,0,0,0,0
"Himachal Institute of Hotel Management Vidyanagar,Shahpur, Kangra (Id: C-55401)",56,1,0,0,0,0,0,0
"HIMACHAL INSTITUTE OF LEGAL STUDIES SHAHPUR, KANGRA (Id: C-54947)",34,27,0,0,0,0,0,0
"Himachal Institute of Pharmaceutical, Bela, Nadaun. Distt Hamirpur (Id: C-11330)",135,65,0,0,0,0,0,0
"Himachal Institutes of Life Sciences, Paonta Sahib, Sirmour (Id: C-11370)",0,0,0,0,0,0,0,0
"Himachal Institutes of Pharmacy, Paonta Sahib, Distt Sirmour (Id: C-11425)",151,57,0,0,0,0,0,0
"HIMACHAL PHARMACY COLLEGE NALAGARH, SOLAN (Id: C-53485)",124,62,0,0,0,0,0,0
"Himachal Pradesh College of Education, Kala Amb, Distt Sirmour (Id: C-11513)",49,151,0,0,0,0,0,0
"Himachal Research Institute, Chakmoh, Distt Hamirpur (Id: C-11503)",0,0,0,0,0,0,0,0
"Himaja Degree       College, Puttur Rural (Id: C-27676)",450,552,0,0,0,0,0,0
"HIMALAYA INSTITUTE OF EDUCATION, RAMPUR  (Id: C-51431)",99,97,0,0,0,0,0,0
"Himalayan College, Himalayan Charitable Trust, Shiv Complex, Civil Line, Roorkee (Id: C-24546)",146,152,0,0,0,0,0,0
Himalayan College of Education (Id: C-30804),22,96,0,0,0,0,0,0
"Himalayan College of Education, Baraut, Baghpat-250611 (Id: C-57897)",130,70,0,0,0,0,0,0
"Himalayan College of Education, Pungh, Sundernagar, Distt Mandi (Id: C-11445)",74,74,0,0,0,0,0,0
Himalayan College of Nursing (Id: C-24543),91,350,11,107,0,0,0,0
Himalayan Degree college (Id: C-22886),363,418,0,0,0,0,0,0
Himalayan Institute of Education and Technology.(HIET-B.Ed.College) (Id: C-58948),90,342,0,0,0,0,0,0
"Himalayan Institute of Engineering & Technology, Sadhoura Road, Kala  Amb. Distt Sirmour (Id: C-11372)",321,85,0,0,0,0,0,0
Himalayan Institute of Medical Sciences (Id: C-10213),478,755,3,3,0,0,0,0
Himalayan Institute of Pharmacy & Research (Id: C-21294),373,136,80,20,0,0,0,0
"Himalayan Institute of Technology,D-31/32, Nehru Colony Dehradun (Id: C-24694)",635,217,0,0,0,0,0,0
"Himalayan Institutes of Computer Sciences, Sadhoura Roah, Kala Amb, Distt Sirmour (Id: C-11277)",0,0,0,0,0,0,0,0
"Himalayan Institutes of Management Sadhoura Road, Kala Amb, Distt Sirmour (Id: C-11323)",0,0,0,0,0,0,0,0
"Himalayan Institutes of Pharmacy, Sadoura Road, Kala Amb. Distt Sirmour (Id: C-11496)",152,73,84,20,0,0,0,0
"Himalayan Pharmacy Institute, Majhitar (Id: C-6594)",238,176,92,28,0,0,0,0
HIMALAYAN SCHOOL OF ENGINEERING & TECHNOLOGY (Id: C-50466),156,58,178,42,0,0,0,0
HIMALAYAN SCHOOL OF MANAGEMENT STUDIES (Id: C-50467),165,130,0,0,0,0,0,0
HIMALAYAN YOG AVAM PRAKRITIK CHIKITSA SHIKSHAN SANSTHAN (Id: C-60362),0,0,0,0,1,10,0,0
Himalaya Teachers Training College (Id: C-59198),79,80,102,98,0,0,0,0
Himalayiya Ayurvedic (P.G.) Medical College and Hospital (Id: C-24684),117,146,17,27,1,6,0,0
"HIMALIYAN GROUP OF INSTITUTE LOYAM, MALAKPUR, BARAUT, BAGHPAT (Id: C-28889)",963,375,0,0,0,0,0,0
"Himalyan Institute of Nursing, VPO Kala Amb, Sadhaura Rd., Amb (Id: C-30749)",44,170,0,0,0,0,0,0
HIMANSHU VIKRAM SINGH INSTITUTE OF TEACHING AND TRAINING (Id: C-52789),77,101,0,0,0,0,0,0
"HIMCAPES Co-operative school of Legal Studies, Badhera, Distt Una (Id: C-11312)",160,125,0,0,0,0,0,0
"Him Institute of Education, Ponda, Tehsil Nichar, Distt Kinnaur (Id: C-11493)",12,33,0,0,0,0,0,0
"Himtaaj Mahavidyalaya, Nevadhiya Jaunpur (Id: C-15950)",335,386,0,0,0,0,0,0
"HIMT COLLEGE OF PHARMACY, GREATER NOIDA (Id: C-46784)",325,46,106,8,0,0,0,0
Hina College of Nursing (Id: C-40450),49,131,0,0,0,0,0,0
Hindi Mahavidyalaya Degree College (Id: C-25674),409,260,0,0,0,0,0,0
"HIND INSTITUTE OF MEDICAL SCIENCES, RAILWAY CROSSING, SAFEDABAD, BARABANKI (Id: C-42360)",294,336,326,423,0,0,0,0
"Hindi Sanskrit Adarsh Mahavidyalaya, Bhairav ji, Mahrajganj (Id: C-20589)",17,33,0,0,0,0,0,0
"Hindi Sanskrit Mahavidyalaya, Gagargarh, Shivapaar (Id: C-20003)",18,33,0,0,0,0,0,0
Hindi Teachers' Training College (Id: C-9396),0,0,0,0,0,0,0,0
"Hindi Teachers Training Institute, Old Secretariat Building, Cuttack. (Id: C-39758)",74,115,0,0,0,0,0,0
HINDI VIDYAPITH B.Ed. COLLEGE (Id: C-55436),105,98,0,0,0,0,0,0
HINDI VIDYA PRACHAR SAMITIS COLLEGE OF LAW (Id: C-58786),8,51,0,0,0,0,5,24
Hindi Vidya Prachar Samitis Ramniranjan Jhunjhunwala College Opp Railway Station Ghatkopar West Mumbai  400 086 (Id: C-34163),2258,2737,0,0,0,0,0,0
HIND MAHILA VIDYAPEETH (Id: C-53198),0,62,0,0,0,0,0,0
"Hindol College,Khagurikota, Dhenkanal (Id: C-39508)",346,370,0,0,0,0,0,0
"Hind Seva Mandals Pemraj Sarda College of Arts,Science & Commerce, Borkar Nagar, Ahmednagar 414001 (Id: C-42007)",1093,657,0,0,0,0,0,0
Hind Seva Parishads Public Night Degree College of Arts and Commerce  Hind Nagar Vakola Market  AARAM Society Road  Santacruz  East  Mumbai  400 055 (Id: C-34181),310,135,0,0,0,0,0,0
Hind Teachers Training College (Id: C-30903),110,78,0,0,0,0,0,0
Hindu College (Id: C-6377),1907,1141,0,0,31,40,0,0
Hindu College (Id: C-13451),4130,4900,0,0,0,0,0,0
Hindu College Amritsar (Id: C-27893),609,443,0,0,0,0,0,0
"Hindu College for Girls, Sonepat. (Id: C-28400)",0,2560,0,0,0,0,0,0
"Hindu College, Guntur (Id: C-32675)",4027,926,0,0,0,0,0,0
Hindu College of Education (Id: C-10757),53,139,0,0,0,0,0,0
Hindu College of Education (Id: C-37107),30,66,0,0,0,0,0,0
HINDU COLLEGE OF EDUCATION (Id: C-28148),51,339,8,48,0,0,0,0
Hindu College of Engineering (Id: C-19292),459,34,0,0,0,0,0,0
"Hindu College of Management, Guntur (Id: C-39487)",0,0,0,0,0,0,0,0
Hindu College of Pharmacy (Id: C-32798),116,270,35,30,0,0,0,0
"Hindu College of Pharmacy, Sonepat (Id: C-30731)",219,15,98,21,0,0,0,0
"Hindu College, Sonepat. (Id: C-28123)",1826,21,0,0,0,0,0,0
"HINDU COLLEGE TECHNO CAMPUS, Amaravathi Road, PIN-522002  (CC-2X) (Id: C-18102)",9,8,0,0,0,0,0,0
Hindu Degree College for Women (Id: C-26084),0,916,0,0,0,0,0,0
"Hindu Girls College, Jagadhri (Id: C-10888)",0,773,0,0,0,0,0,0
HINDUHRIDAYSAMRAT BALASAHEB THACKERAY MEDICAL COLLEGE AND Dr. R.N.COOPER MUNCIPAL GENERAL HOSPITAL (Id: C-55887),322,278,0,0,0,0,0,0
Hindu Institute of Management (Id: C-19304),188,31,0,0,0,0,0,0
Hindu Instt. of Management & Technology (Id: C-28494),0,0,0,0,0,0,0,0
Hindu Kanya College Kapurthala (Id: C-27998),0,550,0,53,0,0,0,0
Hindu Kanya Mahavidayala Dhariwal (Id: C-27965),0,230,0,0,0,0,0,0
Hindu Kanya Mahavidyalaya (Id: C-10602),0,1736,0,0,0,0,0,0
"HINDU KANYA MAHAVIDYALAYA, (Id: C-12193)",0,2214,0,0,0,0,0,0
"HINDU MAHILA  MAHAVIDYALAYA SHAMALI, MUZAFFARNAGAR (Id: C-28775)",0,344,0,0,0,0,0,0
"HINDU MISSION COLLEGE OF NURSING (Inst. Code - 551), CHENNAI (Id: C-47567)",0,124,0,50,0,0,0,0
"Hindupat Institute of Teacher Training, Raghogarh (Id: C-53673)",69,127,0,0,0,0,0,0
"Hindu P G College, Jamaniya, Ghazipur (Id: C-15956)",4419,2942,0,0,0,0,0,0
Hindu School of Architecture (Id: C-27167),173,81,0,0,0,0,0,0
"Hindustan Business School,  Chennappanahalli, No.24, K.R. Puram, Bangalore-16 (Id: C-20630)",105,47,0,0,0,0,0,0
HINDUSTAN COLLEGE OF ARTS AND SCIENCE (Id: C-43900),2491,1007,0,0,0,0,0,0
"Hindustan College of Engineering, Arippa, Kulathupuzha, Kollam (Id: C-43673)",130,54,0,0,0,0,0,0
HINDUSTAN COLLEGE OF PHARMACY (Id: C-60467),3,23,0,0,0,0,0,0
"HINDUSTAN COLLEGE OF SCIENCE AND TECHNOLOGY, FARAH, MATHURA (Id: C-46281)",1281,343,0,0,0,0,0,0
"Hindustan Education Society's Arts College, Shiradhon, Kalamb. (Id: C-34322)",133,161,0,0,0,0,0,0
HINDUSTAN FIRST GRADE COLLEGE NO 27/F INDUSTRIALSUBRUB  J P NAGAR MYSORE-570008 (Id: C-53373),80,55,0,0,0,0,0,0
"HINDUSTAN INSTITUTE OF MANAGEMENT AND COMPUTER STUDIES, FARAH, MATHURA (Id: C-46283)",0,0,0,0,0,0,0,0
Hindustan Institute of Technology & Management (Id: C-10580),0,0,194,0,0,0,0,0
Hindustan Shipyard Degree College (Id: C-24051),170,133,0,0,0,0,0,0
Hindusthan College of Arts and Science (Id: C-41049),5846,1639,23,16,0,0,0,0
Hindusthan College of Education (Id: C-14742),28,169,0,0,0,0,0,0
Hindusthan College of Engineering and Technology (Id: C-37063),4022,589,0,0,0,0,0,0
Hindusthan Institute of Technology (Id: C-37046),1217,271,0,0,0,0,0,0
"Hingala Degree College,Saliada,Angul (Id: C-39562)",89,164,0,0,0,0,0,0
HINGALGANJ AMBITION COLLEGE OF EDUCATION (Id: C-58405),0,0,59,41,0,0,65,35
Hingalganj Mahavidyalaya (Id: C-43403),748,939,0,0,0,0,0,0
HIRABA B ED COLLEGE (Id: C-50542),0,200,0,0,0,0,0,0
HIRACHAND NEMCHAND COLLEGE OF COMMERCE ASHOK CHOWK SOLAPUR DIST.SOLAPUR (Id: C-15708),469,561,0,0,0,0,0,0
"Hirakud College,Hirakud (Id: C-40908)",317,422,0,0,0,0,0,0
Hiralal Bhakat College (Id: C-44743),2867,1918,0,0,0,0,0,0
Hiralal Majumder Memorial College for Women (Id: C-43396),0,829,0,0,0,0,0,0
"Hiralal Ramniwas P. G. College, Khalilabad, Sant Kabir Nagar (Id: C-14301)",1134,1122,0,0,0,0,0,0
"Hiraman Mahatam Degree College, Mahuadih, Deoria (Id: C-14162)",879,200,0,0,0,0,0,0
"Hirasugar Institute of Technology, NIDASOSHI (Id: C-1409)",522,350,0,0,0,0,0,0
"Hira Women's College, Permannur Post, Babbukatte, Mangalore (Id: C-16900)",0,193,0,0,0,0,0,0
Hirwal Education Trusts College of Science (Computer Science and Information Technology) At Mahad Dist Raigad (Id: C-34101),141,75,0,0,0,0,0,0
"Hislop College, Temple Road, Civil Lines, Nagpur (Id: C-18511)",1906,1757,0,0,0,0,0,0
"Hi-Tech Arts and Science College,Vattoli (Id: C-54894)",94,278,0,0,0,0,0,0
"Hi-Tech College of Engineering (HCE), Bhubaneswar (Id: C-30126)",292,191,0,0,0,0,0,0
"Hi-tech College of Management & Computer Science, Waluj, Gangapur. (Id: C-34640)",315,102,0,0,0,0,0,0
"Hi-Tech College of Nursing, Health Park, Pandara, Rasulgarh, Bhubaneswar (Id: C-39800)",16,214,0,0,0,0,0,0
"Hi-Tech College of Pharmacy (HCP), Bhubaneswar (Id: C-30050)",181,76,0,0,0,0,0,0
"Hi-Tech College of Physiotherapy, Pandara, Bhubaneswar (Id: C-39535)",71,71,0,0,0,0,0,0
"HI-TECH COMPUTER ACADEMY, KHANDWA (Id: C-31423)",0,0,3,2,0,0,0,0
HI TECH COMPUTER INSTITUTE (Id: C-55362),0,0,22,7,0,0,0,0
"Hi-Tech. Dental College & Hospital, Health Park, Rasulgarh, Bhubaneswar (Id: C-39608)",142,194,0,0,0,0,0,0
"HI-TECH INSTITUTE OF ENGINEERING AND TECHNOLOGY, GHAZIABAD (Id: C-46132)",734,249,0,0,0,0,0,0
"Hi-Tech Institute of Information Technology, Jeypore (Id: C-39384)",45,22,0,0,0,0,0,0
"Hi-Tech Institute of Technology (HIT), Bhubaneswar (Id: C-30102)",433,123,292,31,0,0,0,0
"Hi-Tech. Medical College & Hospital, Pandra, Rasulgarh, Bhubaneswar (Id: C-39706)",254,278,0,0,0,0,0,0
"Hi-Tech Medical College, Rourkela (Id: C-52236)",213,185,0,0,0,0,0,0
HITKARI COLLEGE OF EDUCATION (Id: C-28424),72,115,0,0,0,0,0,0
"Hitkari Mahila T.T. College, Garh Palace, Kota (Id: C-19476)",0,264,0,0,0,0,36,27
"Hitkarini Arts College, Armori (Id: C-18330)",51,72,0,0,0,0,0,0
"Hitkarini Arts, science & Commerce Collgeg, Deoltal, Garha, Jabapur (Id: C-33400)",250,142,0,0,0,0,0,0
"Hitkarini College of Architecture & Town Pilanning,  Hitkarini Hills, Dumna Road,                    Jabalpur-482005 (Id: C-36284)",71,64,0,0,0,0,0,0
"Hitkarini Law College, Jabalpur (Id: C-33373)",204,121,0,0,0,0,0,0
"Hitkarini Training Womens College, Jabalpur (Id: C-33360)",0,183,0,0,0,0,0,0
HJD INSTITUTE OF TECHNICAL EDUCATION AND RESEARCH-968 (Id: C-48649),0,0,325,19,0,0,0,0
"HJD INSTITUTE OF TECHNICAL EDUCATION AND RESERCH, Kera 085 (Id: C-392)",740,115,0,0,0,0,0,0
H.J.DOSHI INFO.TECH. INSTITUTE -JAMNAGAR (Id: C-875),108,171,0,0,0,0,0,0
HJD SCIENCE COLLEGE (Id: C-58327),17,44,0,0,0,0,0,0
H.J. INSTITUTE OF EDUCAITON & TECHNOLOGY (Id: C-28150),0,0,63,136,0,0,0,0
"HKBK Degree College (K.S.M.F First Grade College), No.6/1, Contonment Station Road, Bangalore-51 (Id: C-21035)",271,118,0,0,0,0,0,0
"H K B K Institute of Technology, BANGALORE (Id: C-1395)",1245,555,0,0,0,0,0,0
HKDE’s Trust Dental College (Id: C-40115),25,102,0,0,0,0,0,0
"HKDETs Rajarajeshwari Ayurvedic Medical College, Humnabad, Bidar (Id: C-59699)",53,66,0,0,0,0,0,0
HKES College of Nursing (Id: C-40181),117,77,0,0,0,0,0,0
HKES College of Pharmacy (Id: C-40535),69,60,53,30,0,0,0,0
HKES Homoeopathic Medical College & Hospital (Id: C-40521),84,342,0,0,0,0,0,0
HKE’s Nijalingappa Institute of Dental (Id: C-40085),75,239,0,0,0,0,0,0
"HKES Veerendrapatil Degree College,11th main, 11th Cross, Sadashivanagar,                Bangalore-80 (Id: C-21032)",364,322,0,0,0,0,0,0
"H.K.L. College of Education, Guru Harsahai (Id: C-29332)",18,89,34,66,0,0,0,0
"H.K. Mahatab College, (Id: C-21363)",79,141,0,0,0,0,0,0
"H.K.M. (PG) College, Gharsana (Id: C-40712)",590,292,0,0,0,0,0,0
"H.K.Roy Mahavidyalaya,Chhend (Id: C-40977)",279,661,0,0,0,0,0,0
"H.K Veeranna Gowda  First Grade College,Maddur (Id: C-17479)",178,44,0,0,0,0,0,0
H.L.AGRAWAL B.ED. COLLEGE (Id: C-59163),21,115,0,0,0,0,0,0
"H.L. Agrawal B.Ed. College, Betul (Id: C-35188)",38,145,0,0,0,0,0,0
H L AGRAWAL COLLEGE OF EDUCATION (Id: C-48228),22,130,0,0,0,0,0,0
H. L. College of Commerce (Id: C-5958),742,761,0,0,0,0,0,0
H.L DEGREE COLLEGE HARDUA GANJ ALIGARH (Id: C-15290),491,199,0,0,0,0,0,0
"H.L.G.Govt. College, Tauru (Id: C-28229)",289,143,0,0,0,0,0,0
"HLM COLLEGE, 11 KM. DELHI-MEERUT ROAD, GHAZIABAD (Id: C-46162)",0,0,0,0,0,0,0,0
"H.L.M. COLLEGE 11, MILE STONE, DELHI-MEERUT ROAD, BASANTPUR, SAINTHIL, GHAZIABAD (Id: C-28756)",710,402,0,0,0,0,0,0
"H.L.M GIRLS COLLEGE PATEL MARG, GHAZIABAD (Id: C-28628)",0,187,0,87,0,0,0,0
"H.L.M. LAW COLLEGE 11, MILE STONE, DELHI-MEERUT ROAD, BASANTPUR, SAINTHIL, GHAZIABAD (Id: C-28900)",439,175,0,0,0,0,0,0
"H. L. TEACHERS TRAINING COLLEGE, RAMPUR, AHIRAULI (Id: C-56900)",43,54,0,0,0,0,0,0
H.L.Y. Degree College (Id: C-51117),36,60,0,0,0,0,0,0
H M ALI MINYA NADAVI DEGREE COLLEGE (Id: C-50151),106,187,0,0,0,0,0,0
"H.M.A. RIZVI PRASHIKSHAN SANSTHAN, BIJNOR (Id: C-51429)",0,99,0,0,0,0,0,0
"H.M. Arts and Science College, Randarkara, Muvattupuzha, Ernakulam (Id: C-11614)",13,6,0,0,0,0,0,0
H. M. Bhura B. Ed. College (Id: C-6006),0,58,0,0,0,0,0,0
"HM COLLEGE OF SCIENCE & TECHNOLOGY, MANJERI (Id: C-8137)",351,189,0,0,0,0,0,0
"H.M.H. DEGREE COLLEGE, KATRA LAHARPUR, (Id: C-12546)",290,350,0,0,0,0,0,0
H.M.K.S. & M.G.S. Memorial College of Education (Id: C-32809),99,99,0,0,0,0,0,0
"H.M. Mahavidyalaya, Pivatal, Mau (Id: C-15883)",1365,1313,0,0,0,0,0,0
"HM Patel Institute of English Training & Research, Vallabh Vidyanagar (Id: C-1175)",40,57,0,0,0,0,0,0
HMR Institute of Technology & Management (Id: C-32846),1963,401,0,0,0,0,0,0
"H M S Institute of Technology, TUMKUR (Id: C-1241)",723,282,0,0,0,0,0,0
HMS SCHOOL OF ARCHITECTURE (Id: C-57572),21,28,0,0,0,0,0,0
HMS Unani Medical College & Hospital (Id: C-40256),134,124,0,0,0,0,0,0
"H.M.T. First Grade College, Nayakanahatti. (Id: C-17759)",57,41,0,0,0,0,0,0
"H. M. Training College, Randarkara P.O. Muvattupuzha 686 673 (Id: C-11681)",38,42,0,0,0,0,0,0
H.M.V.ARTS & COMMERCE COLLEGE-UNA (Id: C-1037),649,301,0,0,0,0,0,0
H.N. COLLEGE OF EDUCATION (Id: C-28018),38,113,29,68,0,0,0,0
H N S B COLLEGE OF MANAGEMENTSTUDIES BBA (Id: C-6699),81,63,0,0,0,0,0,0
"H.N.S.B. Janta College, Dhansoi (Id: C-35762)",402,721,0,0,0,0,0,0
"H.N.S.College,Chandol, Kendrapara (Id: C-39718)",250,384,0,0,0,0,0,0
Hojai College (Id: C-17328),2084,966,0,0,0,0,0,0
Hojai Girl's College (Id: C-17262),0,802,0,0,0,0,0,0
Holdsworth Memorial College Of Nursing (Id: C-40307),17,96,10,30,0,0,0,0
Holy Angels College of Education for Women (Id: C-14985),0,49,0,0,0,0,0,0
Holy Angels School of Business (New) (Id: C-24994),0,0,0,0,0,0,0,0
"HOLY CHILD B ED COLLEGE, MALDA (Id: C-46606)",89,111,0,0,0,0,0,0
"HOLY CRESCENT COLLEGE OF ARCHITECTURE, SOUTH VAZHAKKULAM, ALUVA (Id: C-48170)",42,38,0,0,0,0,0,0
Holy Cross College (Id: C-9589),546,469,0,0,0,0,0,0
"Holy Cross College, Nagercoil - 629 004. (Id: C-41177)",0,1993,0,0,0,0,0,0
Holy Cross College of Allied Health Sciences (Id: C-55345),0,110,0,0,0,0,0,0
"Holy Cross College of Arts &Science for Women,Molakarampatti-632 521 (Id: C-36390)",0,412,0,0,0,0,0,0
Holy Cross College of Education (Id: C-14579),0,196,0,0,0,0,0,0
"Holy Cross College of Management and Technology, Puttady, Idukki 685 551 (Id: C-11814)",370,205,0,0,0,0,0,0
HOLY CROSS COLLEGE OF NURSING (Id: C-51348),4,155,0,0,0,0,0,0
HOLY CROSS COLLEGE OF NURSING (Id: C-48106),0,226,0,1,0,0,0,0
"HOLYCROSS COLLEGE OF NURSING, HOLYCROSS HOSPITAL, AMBIKAPUR (Id: C-32955)",0,187,0,0,0,0,0,0
"Holy Cross College, Tiruchirappalli - 620 002. (Id: C-35787)",0,4735,0,0,0,0,0,0
Holycross Engineering Colleges (Id: C-27054),431,322,0,0,0,0,0,0
"Holy Cross Home Science College, 52, New Colony, Tuticorin - 628 003. (Id: C-41174)",0,558,0,0,0,0,0,0
"HOLY CROSS INSTITUTE, KOZHIKKODE (Id: C-8082)",447,399,0,0,0,0,0,0
"Holy Cross Women's College, Ambikapu (Id: C-9698)",0,1505,0,0,0,0,0,0
"Holy Faith College of Education, Paloncha (Id: C-27328)",22,65,0,0,0,0,0,0
"Holy Faith College of Education, Sathupally (Id: C-27467)",27,73,0,0,0,0,0,0
"HOLY FAITH COLLEGE OF EXCELLENCE, HARDA KHURD (Id: C-50430)",278,203,0,0,0,0,0,0
Holy Family College of Nursing (Id: C-59841),0,256,0,0,0,0,0,0
"Holy Family College of Nursing, Muthalakodam P.O., Thodupuzha,ldukki -685 605 (Id: C-11601)",2,213,0,0,0,0,0,0
"HOLY GRACE ACADEMY OF MANAGEMENT STUDIES, MALA (Id: C-43310)",0,0,0,0,0,0,0,0
"Holy Mary College of Nursing, Hyderabad (Id: C-30399)",19,34,0,0,0,0,0,0
"HOLY MARY DEGREE COLLEGE, BALANAGAR (Id: C-48829)",264,77,0,0,0,0,0,0
Holy Mary Institute of Technology (Id: C-19894),63,40,0,0,0,0,0,0
Holy Mary Institute of Technology & Science (Id: C-19909),1312,354,284,42,0,0,0,0
Holy Mary Institute of Technology & Science College of Pharmacy (Id: C-36347),278,99,0,0,0,0,0,0
Holy Mary Tec.College of Education (Id: C-25575),55,145,0,0,0,0,0,0
Holy Mother P.G College (Id: C-26141),0,0,0,0,0,0,0,0
"Holy Spirit Institute of Nursing Education, Holy spirit Hospital, Mahakali caves Road, Andhari (E), Mumbai. (Id: C-14050)",0,130,0,0,0,0,0,0
"Holy Sprite Institute of Technology, Science & Research College, Paota-C- Road, Jodhpur (Id: C-37181)",232,78,0,0,0,0,0,0
Holy Trinity College of Education (Id: C-14480),8,95,0,0,0,0,0,0
Holy Trinity College of Education (Id: C-25793),40,124,0,0,0,0,0,0
"Homeopathic Medical College, Pune (Id: C-35418)",121,297,0,0,0,0,0,0
Home Science College and Research Institute (Id: C-44921),36,152,0,0,0,0,0,0
Homi Bhabha Centre for Science Education (Id: C-40057),0,0,0,0,0,0,0,0
"Homoeopathic Medical College, Hanumangarh Road, Abohar (Id: C-29172)",79,95,0,0,0,0,0,0
"Homoeopathic Medical College & Hospital, Sector-26 (Id: C-29378)",63,147,0,0,0,0,0,0
"Hon'ble Chhaganrao Bhujbal Science College, Tiosa (Id: C-42908)",99,58,0,0,0,0,0,0
"HONEYWELL TECHNOLOGIES SOLUTIONS LAB PVT LTD, BANGALORE (Id: C-47266)",0,0,0,0,0,0,0,0
HON.R.R.PATIL COLLEGE OF HOMOEOPATHY AND HOSPITAL AND RESEARCH CENTER  (Id: C-58731),15,39,0,0,0,0,0,0
"Hon. R.R.Patil Science College Telhara, Tq.Gadegaon (Id: C-43003)",53,40,0,0,0,0,0,0
"Hon.Shri Annasaheb Dange College of Education (B.Ed..), Ashta (Id: C-11093)",18,64,0,0,0,0,0,0
"HON SHRI BABANRAO PACHPUTE VICHARDHARA TRUSTS GROUP OF INSTITUTIONS COLLEGE OF MANAGEMENT, AHMEDNAGAR (Id: C-45884)",0,0,0,0,0,0,0,0
"Hooblal Adarsha Sanskrit Mahavidyalaya, Bharwari (Id: C-20034)",66,24,0,0,0,0,0,0
"Hooghly B. C. Roy Institute, Boinchigram (Id: C-48375)",42,50,0,0,0,0,0,0
HOOGHLY COLLEGE OF EDUCATION (Id: C-60398),52,48,0,0,0,0,0,0
Hooghly Engineering and  Technology College 176 (Id: C-6308),894,237,0,0,0,0,0,0
Hooghly Mohsin College (Id: C-44699),1440,1800,0,0,0,0,0,0
Hooghly Women's College (Id: C-44701),0,2074,0,0,0,0,0,0
Hope Institute of Bengal (B.Ed. Section) (Id: C-12003),0,0,0,0,186,186,0,0
HOPE INSTITUTE OF TEACHERS TRAINING (Id: C-56477),43,85,30,61,0,0,0,0
HORIZON ACADEMY SEONI MALWA (Id: C-31500),0,0,20,9,0,0,0,0
Horizon Institute of Technology (Id: C-25601),0,0,0,0,0,0,0,0
"Horticultural College and Research Institute, Coimbatore (Id: C-44923)",32,127,0,0,0,0,0,0
Horticultural College and Research Institute for Women (Id: C-44928),0,182,0,0,0,0,0,0
"Horticultural College and Research Institute, Theni (Id: C-44922)",156,181,0,0,0,0,0,0
Horticultural Polytechnic (Id: C-50890),0,0,23,20,0,0,0,0
Horticultural Polytechnic (Id: C-56604),0,0,28,44,0,0,0,0
"Hoshiarpur Institute of management and Technology, Vill Bhagpur (Id: C-10285)",71,51,0,0,0,0,0,0
"HOSKOTE MISSION INSTITUTE OF NURSING, BANGALORE (Id: C-46312)",0,175,0,0,0,0,0,0
HOSUR INSTITUTE OF TECHNOLOGY AND SCIENCE (Id: C-48257),145,49,0,0,0,0,0,0
"Hotilal Ramnath College, Amnour (Id: C-6461)",1701,1098,0,0,0,0,0,0
"Hoysala College of Management, Shimoga. (Id: C-17844)",77,79,0,0,0,0,0,0
"Hoysaleshwara First Grade College, Arsikere (Id: C-17465)",204,377,0,0,0,0,0,0
H.P.B.Girls College. Golaghat (Id: C-8507),0,1138,0,0,0,0,0,0
"H.P. College of Education, Mauja Majeth, P.O. Totu, Shimla-11 (Id: C-11471)",24,75,0,0,0,0,0,0
"H.P. Govt. Dental College, Shimla (Id: C-11382)",58,182,7,25,0,0,0,0
"HP INSTITUTE OF HIGHER EDUCATION,DATAGANJ ROAD (Id: C-52945)",105,109,0,0,0,0,0,0
"H.P. KABRA GIRLS COLLEGE, Kuchaman City (Id: C-50845)",0,147,0,0,0,0,0,0
H P N DEGREE COLLEGE (Id: C-24908),124,114,0,0,0,0,0,0
"H.P.N. Degree College, Gara (Id: C-55309)",237,145,0,0,0,0,0,0
"HPPC Government First Grade College, Challakere. (Id: C-17750)",872,1214,0,0,0,0,0,0
"H.P.P.S. Arts & commerce First grade college,Harapanahalli. (Id: C-17748)",96,88,0,0,0,0,0,0
"H.P.S College, Madhepur (Id: C-8732)",1619,1377,0,0,0,0,0,0
"HPU Centre for Evening Studies, The Mall, Shimla (Id: C-11485)",486,56,0,0,0,0,0,0
"HP University College of Business Studies, Ava Lodge, Shimla (Id: C-11258)",185,73,0,0,0,0,0,0
"HP University Institute of Legal Studies, Ava Lodge, Shimla (Id: C-11413)",232,324,0,0,0,0,0,0
"H.P. University Regional Centre, Dharamshala (Id: C-16675)",0,0,0,0,0,0,0,0
H R College of Commerce & Economics 123  Dinshaw Wachha Road  Churchgate  Mumbai  400 020 (Id: C-34009),1706,1650,0,0,0,0,0,0
"HRD COLLEGE FOR TEACHER EDUCATION, DEVARAKONDA (Id: C-33143)",45,67,0,0,0,0,0,0
HRD Degree & P.G College (Id: C-25853),588,179,0,0,0,0,0,0
"H.R. GOVT. COLLEGE, SALUMBER (Id: C-40046)",1206,907,0,0,0,0,0,0
"H. R. Shah Mahila Arts & Commerce College, Chikhli (Id: C-506)",297,688,0,0,0,0,0,0
"H.S.A. DEGREE COLLEGE, RAJIPUR, KAMALGANJ, (Id: C-12207)",264,312,0,0,0,0,0,0
H S BAGHEL VIGYAN AND PRODHAUGIKI MAHAVIDYALAYA (Id: C-50165),502,395,0,0,0,0,0,0
